model,term,auroc,auprc,n_pos,variant,is_fallback,control,track,task,op
Txn_Jatin,negative regulation of nucleic acid-templated transcription (GO:1903507),0.6681674283336555,0.053081248313158,397,common,False,real,single-gene-GO,,
Txn_Jatin,regulation of intracellular signal transduction (GO:1902531),0.619531167163703,0.0410346262016967,397,common,False,real,single-gene-GO,,
Txn_Jatin,phosphorylation (GO:0016310),0.6342312798712999,0.0399030733850823,377,common,False,real,single-gene-GO,,
Txn_Jatin,neutrophil mediated immunity (GO:0002446),0.7989357443902898,0.1606734886213737,375,common,False,real,single-gene-GO,,
Txn_Jatin,neutrophil activation involved in immune response (GO:0002283),0.8009511117186077,0.1459941634959556,372,common,False,real,single-gene-GO,,
Txn_Jatin,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6510932897021182,0.0437657692069156,371,common,False,real,single-gene-GO,,
Txn_Jatin,neutrophil degranulation (GO:0043312),0.7916352142410078,0.1355618900570997,369,common,False,real,single-gene-GO,,
Txn_Jatin,organelle assembly (GO:0070925),0.607536905658626,0.0400137264918901,365,common,False,real,single-gene-GO,,
Txn_Jatin,cellular response to cytokine stimulus (GO:0071345),0.6957881016499029,0.066199903593793,364,common,False,real,single-gene-GO,,
Txn_Jatin,organelle organization (GO:0006996),0.5816154080092952,0.0338368410974906,362,common,False,real,single-gene-GO,,
Txn_Jatin,regulation of cell migration (GO:0030334),0.6714650255535547,0.0524193562221273,356,common,False,real,single-gene-GO,,
Txn_Jatin,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.6257913194667908,0.0410508662764278,345,common,False,real,single-gene-GO,,
Txn_Jatin,protein modification by small protein conjugation (GO:0032446),0.575876436687407,0.0319201187661544,344,common,False,real,single-gene-GO,,
Txn_Jatin,cellular protein metabolic process (GO:0044267),0.7037335243546948,0.0911529908464157,333,common,False,real,single-gene-GO,,
Txn_Jatin,positive regulation of macromolecule metabolic process (GO:0010604),0.5994061869220297,0.0322047946081437,330,common,False,real,single-gene-GO,,
Txn_Jatin,positive regulation of protein phosphorylation (GO:0001934),0.5997449142886406,0.0353633696076249,330,common,False,real,single-gene-GO,,
Txn_Jatin,negative regulation of programmed cell death (GO:0043069),0.6531138697312759,0.0421261547609775,329,common,False,real,single-gene-GO,,
Txn_Jatin,negative regulation of cell population proliferation (GO:0008285),0.5954832666453699,0.0337130934881868,325,common,False,real,single-gene-GO,,
BRIDGE,regulation of transcription by RNA polymerase II (GO:0006357),0.7665635860468626,0.3543644737718986,1608,common,False,real,single-gene-GO,,
BRIDGE,"regulation of transcription, DNA-templated (GO:0006355)",0.7650185448052996,0.3351761174909873,1576,common,False,real,single-gene-GO,,
BRIDGE,"positive regulation of transcription, DNA-templated (GO:0045893)",0.6988446230307449,0.1856521736103441,1048,common,False,real,single-gene-GO,,
BRIDGE,cellular protein modification process (GO:0006464),0.597262883169809,0.0898176348329157,935,common,False,real,single-gene-GO,,
BRIDGE,regulation of gene expression (GO:0010468),0.6358459643206726,0.101404682973122,849,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of transcription by RNA polymerase II (GO:0045944),0.7040044796859927,0.1471059425737524,815,common,False,real,single-gene-GO,,
BRIDGE,"negative regulation of transcription, DNA-templated (GO:0045892)",0.723025730171528,0.1434969996034893,762,common,False,real,single-gene-GO,,
BRIDGE,regulation of cell population proliferation (GO:0042127),0.6296953551018297,0.0781005948024666,655,common,False,real,single-gene-GO,,
BRIDGE,regulation of apoptotic process (GO:0042981),0.6253054383836755,0.067193008193826,628,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of transcription by RNA polymerase II (GO:0000122),0.7256761129172193,0.1053516829292737,538,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of cellular process (GO:0048522),0.6377811176244774,0.0645846529641017,537,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of cellular process (GO:0048523),0.5787569813617782,0.0455674217255794,481,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of intracellular signal transduction (GO:1902533),0.6232781873086289,0.0504779648035696,472,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.6675678054868907,0.0728695657293836,471,common,False,real,single-gene-GO,,
BRIDGE,protein phosphorylation (GO:0006468),0.6482380154048232,0.0569976200861628,471,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of nucleic acid-templated transcription (GO:1903508),0.6798229242375367,0.0818975796491,457,common,False,real,single-gene-GO,,
BRIDGE,cytokine-mediated signaling pathway (GO:0019221),0.7473894846522388,0.1349344278484255,456,common,False,real,single-gene-GO,,
BRIDGE,protein ubiquitination (GO:0016567),0.6534866710330233,0.0561347840861211,455,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of gene expression (GO:0010628),0.5781768297982566,0.0419109670960354,414,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of apoptotic process (GO:0043066),0.6126771582827001,0.0460655210037066,410,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of cell population proliferation (GO:0008284),0.6621166430385367,0.0551734133338316,409,common,False,real,single-gene-GO,,
BRIDGE,nervous system development (GO:0007399),0.6904391287809375,0.0692700261587856,408,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of nucleic acid-templated transcription (GO:1903507),0.683896111533352,0.0749194389339964,397,common,False,real,single-gene-GO,,
BRIDGE,regulation of intracellular signal transduction (GO:1902531),0.6158110127334564,0.0447218978889123,397,common,False,real,single-gene-GO,,
BRIDGE,phosphorylation (GO:0016310),0.6573071722976108,0.04751877806797,377,common,False,real,single-gene-GO,,
BRIDGE,neutrophil mediated immunity (GO:0002446),0.8099085022721387,0.1387860305693542,375,common,False,real,single-gene-GO,,
BRIDGE,neutrophil activation involved in immune response (GO:0002283),0.8075956047627727,0.1425590798789569,372,common,False,real,single-gene-GO,,
BRIDGE,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6371068484473225,0.0420509257804697,371,common,False,real,single-gene-GO,,
BRIDGE,neutrophil degranulation (GO:0043312),0.8027095296018272,0.1403549896367957,369,common,False,real,single-gene-GO,,
BRIDGE,organelle assembly (GO:0070925),0.6367489177531036,0.0500628726438403,365,common,False,real,single-gene-GO,,
BRIDGE,cellular response to cytokine stimulus (GO:0071345),0.730657347311074,0.0852758302523275,364,common,False,real,single-gene-GO,,
BRIDGE,organelle organization (GO:0006996),0.5640519422794247,0.0315795416880899,362,common,False,real,single-gene-GO,,
BRIDGE,regulation of cell migration (GO:0030334),0.6998438173713444,0.0569836999226705,356,common,False,real,single-gene-GO,,
BRIDGE,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.6147855303334446,0.0414306962258053,345,common,False,real,single-gene-GO,,
BRIDGE,protein modification by small protein conjugation (GO:0032446),0.6066086801161807,0.0388866671557349,344,common,False,real,single-gene-GO,,
BRIDGE,cellular protein metabolic process (GO:0044267),0.7259196657041576,0.117373070733279,333,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of macromolecule metabolic process (GO:0010604),0.6416083095424033,0.0464893659577894,330,common,False,real,single-gene-GO,,
BRIDGE,positive regulation of protein phosphorylation (GO:0001934),0.6569973072507926,0.0397295810335532,330,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of programmed cell death (GO:0043069),0.6431803974801333,0.0404635988083027,329,common,False,real,single-gene-GO,,
BRIDGE,negative regulation of cell population proliferation (GO:0008285),0.6011530610587413,0.0343836747538581,325,common,False,real,single-gene-GO,,
scGPT,regulation of transcription by RNA polymerase II (GO:0006357),0.7323948290888486,0.298441323502846,1608,common,False,real,single-gene-GO,,
scGPT,"regulation of transcription, DNA-templated (GO:0006355)",0.7447707625810437,0.3143777435408419,1576,common,False,real,single-gene-GO,,
scGPT,"positive regulation of transcription, DNA-templated (GO:0045893)",0.6926827752880995,0.1778005153249985,1048,common,False,real,single-gene-GO,,
scGPT,cellular protein modification process (GO:0006464),0.6022989893571207,0.0943651519743802,935,common,False,real,single-gene-GO,,
scGPT,regulation of gene expression (GO:0010468),0.6249530962177667,0.0969076006903039,849,common,False,real,single-gene-GO,,
scGPT,positive regulation of transcription by RNA polymerase II (GO:0045944),0.6881065141951391,0.1397638069449044,815,common,False,real,single-gene-GO,,
scGPT,"negative regulation of transcription, DNA-templated (GO:0045892)",0.7007335548198088,0.1257469911479733,762,common,False,real,single-gene-GO,,
scGPT,regulation of cell population proliferation (GO:0042127),0.5923804944971828,0.0639895724062441,655,common,False,real,single-gene-GO,,
scGPT,regulation of apoptotic process (GO:0042981),0.5835587568623427,0.0643739758693466,628,common,False,real,single-gene-GO,,
scGPT,negative regulation of transcription by RNA polymerase II (GO:0000122),0.7042588087406552,0.0896054036428789,538,common,False,real,single-gene-GO,,
scGPT,positive regulation of cellular process (GO:0048522),0.5955753019001866,0.0506309152474355,537,common,False,real,single-gene-GO,,
scGPT,negative regulation of cellular process (GO:0048523),0.5629579859883753,0.0402708254555128,481,common,False,real,single-gene-GO,,
scGPT,positive regulation of intracellular signal transduction (GO:1902533),0.6164366697205679,0.0497783596234095,472,common,False,real,single-gene-GO,,
scGPT,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.6521234215914855,0.0598311537122237,471,common,False,real,single-gene-GO,,
scGPT,protein phosphorylation (GO:0006468),0.635837239954333,0.0516309266620609,471,common,False,real,single-gene-GO,,
scGPT,positive regulation of nucleic acid-templated transcription (GO:1903508),0.6895735956562802,0.0752344718738956,457,common,False,real,single-gene-GO,,
scGPT,cytokine-mediated signaling pathway (GO:0019221),0.7427755904039725,0.1324672900229336,456,common,False,real,single-gene-GO,,
scGPT,protein ubiquitination (GO:0016567),0.6647055012189629,0.0672702781987207,455,common,False,real,single-gene-GO,,
scGPT,positive regulation of gene expression (GO:0010628),0.619850853366347,0.0419713479435427,414,common,False,real,single-gene-GO,,
scGPT,negative regulation of apoptotic process (GO:0043066),0.6056353864062646,0.0456553237478946,410,common,False,real,single-gene-GO,,
scGPT,positive regulation of cell population proliferation (GO:0008284),0.6380680597482093,0.0506169538258536,409,common,False,real,single-gene-GO,,
scGPT,nervous system development (GO:0007399),0.6641082693343551,0.0557594714710084,408,common,False,real,single-gene-GO,,
scGPT,negative regulation of nucleic acid-templated transcription (GO:1903507),0.686269055411162,0.0634842067982089,397,common,False,real,single-gene-GO,,
scGPT,regulation of intracellular signal transduction (GO:1902531),0.629492149736394,0.0440765790526734,397,common,False,real,single-gene-GO,,
scGPT,phosphorylation (GO:0016310),0.6484006644885584,0.0480433484192176,377,common,False,real,single-gene-GO,,
scGPT,neutrophil mediated immunity (GO:0002446),0.8447279320006591,0.1894802287829923,375,common,False,real,single-gene-GO,,
scGPT,neutrophil activation involved in immune response (GO:0002283),0.8403937716420631,0.1860779318317221,372,common,False,real,single-gene-GO,,
scGPT,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6482830963366796,0.0504810314937012,371,common,False,real,single-gene-GO,,
scGPT,neutrophil degranulation (GO:0043312),0.834593630833576,0.1834144501182383,369,common,False,real,single-gene-GO,,
scGPT,organelle assembly (GO:0070925),0.6475685825925772,0.0504044507327893,365,common,False,real,single-gene-GO,,
scGPT,cellular response to cytokine stimulus (GO:0071345),0.7129361321907906,0.0946261853437829,364,common,False,real,single-gene-GO,,
scGPT,organelle organization (GO:0006996),0.6092363057896029,0.0357167069046365,362,common,False,real,single-gene-GO,,
scGPT,regulation of cell migration (GO:0030334),0.662634425647399,0.0543499579723614,356,common,False,real,single-gene-GO,,
scGPT,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.634907442310423,0.0411992479007434,345,common,False,real,single-gene-GO,,
scGPT,protein modification by small protein conjugation (GO:0032446),0.6511027579808683,0.0434645756087153,344,common,False,real,single-gene-GO,,
scGPT,cellular protein metabolic process (GO:0044267),0.6999997039084299,0.1413558738719563,333,common,False,real,single-gene-GO,,
scGPT,positive regulation of macromolecule metabolic process (GO:0010604),0.613789137680139,0.0329380156863427,330,common,False,real,single-gene-GO,,
scGPT,positive regulation of protein phosphorylation (GO:0001934),0.610889631421951,0.0333306451356626,330,common,False,real,single-gene-GO,,
scGPT,negative regulation of programmed cell death (GO:0043069),0.6081668177898971,0.0383478916270246,329,common,False,real,single-gene-GO,,
scGPT,negative regulation of cell population proliferation (GO:0008285),0.5743192683996513,0.0320863275226593,325,common,False,real,single-gene-GO,,
Geneformer,regulation of transcription by RNA polymerase II (GO:0006357),0.7656981890685847,0.3631507085905888,1608,common,False,real,single-gene-GO,,
Geneformer,"regulation of transcription, DNA-templated (GO:0006355)",0.770523485972828,0.3743016846267528,1576,common,False,real,single-gene-GO,,
Geneformer,"positive regulation of transcription, DNA-templated (GO:0045893)",0.7104154825283457,0.1881910124110203,1048,common,False,real,single-gene-GO,,
Geneformer,cellular protein modification process (GO:0006464),0.6153397316724867,0.0962232797669121,935,common,False,real,single-gene-GO,,
Geneformer,regulation of gene expression (GO:0010468),0.6427574663633491,0.106119051299709,849,common,False,real,single-gene-GO,,
Geneformer,positive regulation of transcription by RNA polymerase II (GO:0045944),0.7108135934497115,0.1481772397984663,815,common,False,real,single-gene-GO,,
Geneformer,"negative regulation of transcription, DNA-templated (GO:0045892)",0.7029303594675937,0.1367435878685169,762,common,False,real,single-gene-GO,,
Geneformer,regulation of cell population proliferation (GO:0042127),0.5663530241428647,0.0661088008555414,655,common,False,real,single-gene-GO,,
Geneformer,regulation of apoptotic process (GO:0042981),0.5874292464066612,0.0617683774370898,628,common,False,real,single-gene-GO,,
Geneformer,negative regulation of transcription by RNA polymerase II (GO:0000122),0.7066924061453846,0.1097903472541287,538,common,False,real,single-gene-GO,,
Geneformer,positive regulation of cellular process (GO:0048522),0.573963699459038,0.05835683881514,537,common,False,real,single-gene-GO,,
Geneformer,negative regulation of cellular process (GO:0048523),0.5759470512157154,0.0487908294431673,481,common,False,real,single-gene-GO,,
Geneformer,positive regulation of intracellular signal transduction (GO:1902533),0.5906479796031536,0.0520325521674635,472,common,False,real,single-gene-GO,,
Geneformer,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.6728959699555969,0.0726795353693197,471,common,False,real,single-gene-GO,,
Geneformer,protein phosphorylation (GO:0006468),0.6252328533349761,0.0526414133143434,471,common,False,real,single-gene-GO,,
Geneformer,positive regulation of nucleic acid-templated transcription (GO:1903508),0.6872032057087112,0.0759355209648581,457,common,False,real,single-gene-GO,,
Geneformer,cytokine-mediated signaling pathway (GO:0019221),0.752366227446992,0.1497152278790927,456,common,False,real,single-gene-GO,,
Geneformer,protein ubiquitination (GO:0016567),0.7098848015662678,0.0756085706287833,455,common,False,real,single-gene-GO,,
Geneformer,positive regulation of gene expression (GO:0010628),0.5960541002577996,0.0429371722487244,414,common,False,real,single-gene-GO,,
Geneformer,negative regulation of apoptotic process (GO:0043066),0.5960832605068722,0.0485097788931458,410,common,False,real,single-gene-GO,,
Geneformer,positive regulation of cell population proliferation (GO:0008284),0.601288331800924,0.0482560032878239,409,common,False,real,single-gene-GO,,
Geneformer,nervous system development (GO:0007399),0.6529315280346066,0.0656999204156877,408,common,False,real,single-gene-GO,,
Geneformer,negative regulation of nucleic acid-templated transcription (GO:1903507),0.7041855301389355,0.0671357811044844,397,common,False,real,single-gene-GO,,
Geneformer,regulation of intracellular signal transduction (GO:1902531),0.6186702711083034,0.0457153873202041,397,common,False,real,single-gene-GO,,
Geneformer,phosphorylation (GO:0016310),0.626930900498179,0.0431059100137325,377,common,False,real,single-gene-GO,,
Geneformer,neutrophil mediated immunity (GO:0002446),0.8253328624237716,0.2033010496058321,375,common,False,real,single-gene-GO,,
Geneformer,neutrophil activation involved in immune response (GO:0002283),0.8314411715570135,0.1758512807513162,372,common,False,real,single-gene-GO,,
Geneformer,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6421851442336883,0.049133154258259,371,common,False,real,single-gene-GO,,
Geneformer,neutrophil degranulation (GO:0043312),0.8221772177476065,0.1758211274371406,369,common,False,real,single-gene-GO,,
Geneformer,organelle assembly (GO:0070925),0.6694415248247181,0.0509601265502095,365,common,False,real,single-gene-GO,,
Geneformer,cellular response to cytokine stimulus (GO:0071345),0.6697803361235038,0.0759355259838848,364,common,False,real,single-gene-GO,,
Geneformer,organelle organization (GO:0006996),0.610120595608963,0.035678223395932,362,common,False,real,single-gene-GO,,
Geneformer,regulation of cell migration (GO:0030334),0.6354506825906104,0.0563406338659387,356,common,False,real,single-gene-GO,,
Geneformer,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.6748360154172579,0.0482137973313383,345,common,False,real,single-gene-GO,,
Geneformer,protein modification by small protein conjugation (GO:0032446),0.6760083447525259,0.0513163709669009,344,common,False,real,single-gene-GO,,
Geneformer,cellular protein metabolic process (GO:0044267),0.7194223591857227,0.2123600287433719,333,common,False,real,single-gene-GO,,
Geneformer,positive regulation of macromolecule metabolic process (GO:0010604),0.5726724362339065,0.0332086764073666,330,common,False,real,single-gene-GO,,
Geneformer,positive regulation of protein phosphorylation (GO:0001934),0.5989852048153697,0.0368253609751143,330,common,False,real,single-gene-GO,,
Geneformer,negative regulation of programmed cell death (GO:0043069),0.5938021570424674,0.0373171366513084,329,common,False,real,single-gene-GO,,
Geneformer,negative regulation of cell population proliferation (GO:0008285),0.5353222409321515,0.0333324099268847,325,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of transcription by RNA polymerase II (GO:0006357),0.6143048202965364,0.1715153417735807,1608,common,False,real,single-gene-GO,,
BulkFormer_37M,"regulation of transcription, DNA-templated (GO:0006355)",0.6140573111178326,0.1660397590953997,1576,common,False,real,single-gene-GO,,
BulkFormer_37M,"positive regulation of transcription, DNA-templated (GO:0045893)",0.6193522970962475,0.1180278364383023,1048,common,False,real,single-gene-GO,,
BulkFormer_37M,cellular protein modification process (GO:0006464),0.6003629300109059,0.0908610056734288,935,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of gene expression (GO:0010468),0.5961504939326584,0.0825761224486332,849,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of transcription by RNA polymerase II (GO:0045944),0.6232629700013999,0.0980967681919936,815,common,False,real,single-gene-GO,,
BulkFormer_37M,"negative regulation of transcription, DNA-templated (GO:0045892)",0.615690467885414,0.080273766156475,762,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of cell population proliferation (GO:0042127),0.6239269547557137,0.0720253000568992,655,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of apoptotic process (GO:0042981),0.6494997773632478,0.0840210702147962,628,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of transcription by RNA polymerase II (GO:0000122),0.6397856117837013,0.0650345228672315,538,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of cellular process (GO:0048522),0.6193531475393912,0.0620113444576466,537,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of cellular process (GO:0048523),0.6048710881107152,0.0545848707039217,481,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of intracellular signal transduction (GO:1902533),0.6170112351423681,0.0538157414907867,472,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.6147238956255356,0.0485364848634513,471,common,False,real,single-gene-GO,,
BulkFormer_37M,protein phosphorylation (GO:0006468),0.6529206757755976,0.063382625761749,471,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of nucleic acid-templated transcription (GO:1903508),0.6280566362601101,0.0530499253844287,457,common,False,real,single-gene-GO,,
BulkFormer_37M,cytokine-mediated signaling pathway (GO:0019221),0.7308975586166325,0.0940985375683661,456,common,False,real,single-gene-GO,,
BulkFormer_37M,protein ubiquitination (GO:0016567),0.666301277042202,0.0543427836431081,455,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of gene expression (GO:0010628),0.6229126075390787,0.0444199711661274,414,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of apoptotic process (GO:0043066),0.6797801216576109,0.0619758602149155,410,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of cell population proliferation (GO:0008284),0.6500840415857398,0.0516189624661472,409,common,False,real,single-gene-GO,,
BulkFormer_37M,nervous system development (GO:0007399),0.6888514751695071,0.0588787310435835,408,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of nucleic acid-templated transcription (GO:1903507),0.6134881437452275,0.0418079047442238,397,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of intracellular signal transduction (GO:1902531),0.605381357706677,0.0394482539731941,397,common,False,real,single-gene-GO,,
BulkFormer_37M,phosphorylation (GO:0016310),0.6641163998062376,0.0553866518976029,377,common,False,real,single-gene-GO,,
BulkFormer_37M,neutrophil mediated immunity (GO:0002446),0.8141263450354359,0.127604064230102,375,common,False,real,single-gene-GO,,
BulkFormer_37M,neutrophil activation involved in immune response (GO:0002283),0.8142877483141973,0.127795158325723,372,common,False,real,single-gene-GO,,
BulkFormer_37M,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6580230316321868,0.0462309773768067,371,common,False,real,single-gene-GO,,
BulkFormer_37M,neutrophil degranulation (GO:0043312),0.8147543496193275,0.1267340690757033,369,common,False,real,single-gene-GO,,
BulkFormer_37M,organelle assembly (GO:0070925),0.6332559459519567,0.0387969992960416,365,common,False,real,single-gene-GO,,
BulkFormer_37M,cellular response to cytokine stimulus (GO:0071345),0.6978669622303163,0.0642633535131246,364,common,False,real,single-gene-GO,,
BulkFormer_37M,organelle organization (GO:0006996),0.6469433906354176,0.0432321947253751,362,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of cell migration (GO:0030334),0.6986257830928044,0.0530721237136737,356,common,False,real,single-gene-GO,,
BulkFormer_37M,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.5739070163233742,0.0310041494766785,345,common,False,real,single-gene-GO,,
BulkFormer_37M,protein modification by small protein conjugation (GO:0032446),0.6517563565017276,0.0395056765037659,344,common,False,real,single-gene-GO,,
BulkFormer_37M,cellular protein metabolic process (GO:0044267),0.722527196539451,0.0715108590342701,333,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of macromolecule metabolic process (GO:0010604),0.6236545855684006,0.0370118169289642,330,common,False,real,single-gene-GO,,
BulkFormer_37M,positive regulation of protein phosphorylation (GO:0001934),0.6562287428573867,0.0407308907949533,330,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of programmed cell death (GO:0043069),0.6752952788132651,0.0509804803908597,329,common,False,real,single-gene-GO,,
BulkFormer_37M,negative regulation of cell population proliferation (GO:0008285),0.6151455133168373,0.0417297357607028,325,common,False,real,single-gene-GO,,
BulkFormer_50M,regulation of transcription by RNA polymerase II (GO:0006357),0.629253194334733,0.18293414058488,1608,common,False,real,single-gene-GO,,
BulkFormer_50M,"regulation of transcription, DNA-templated (GO:0006355)",0.6383820756860785,0.1820221656689087,1576,common,False,real,single-gene-GO,,
BulkFormer_50M,"positive regulation of transcription, DNA-templated (GO:0045893)",0.6195173923972093,0.1173837784093399,1048,common,False,real,single-gene-GO,,
BulkFormer_50M,cellular protein modification process (GO:0006464),0.6166906902631479,0.0926882943186486,935,common,False,real,single-gene-GO,,
BulkFormer_50M,regulation of gene expression (GO:0010468),0.6072119961431941,0.0918879580103812,849,common,False,real,single-gene-GO,,
BulkFormer_50M,positive regulation of transcription by RNA polymerase II (GO:0045944),0.6303726825027025,0.097434113747017,815,common,False,real,single-gene-GO,,
BulkFormer_50M,"negative regulation of transcription, DNA-templated (GO:0045892)",0.6280786524778085,0.0891096037673331,762,common,False,real,single-gene-GO,,
BulkFormer_50M,regulation of cell population proliferation (GO:0042127),0.6232763642624652,0.0695993194061247,655,common,False,real,single-gene-GO,,
BulkFormer_50M,regulation of apoptotic process (GO:0042981),0.649510657245681,0.0800306911604577,628,common,False,real,single-gene-GO,,
BulkFormer_50M,negative regulation of transcription by RNA polymerase II (GO:0000122),0.6437045775858268,0.0712813428234749,538,common,False,real,single-gene-GO,,
BulkFormer_50M,positive regulation of cellular process (GO:0048522),0.62101561943844,0.0589849280804951,537,common,False,real,single-gene-GO,,
BulkFormer_50M,negative regulation of cellular process (GO:0048523),0.6044251332131199,0.0530131050595067,481,common,False,real,single-gene-GO,,
BulkFormer_50M,positive regulation of intracellular signal transduction (GO:1902533),0.6318562094654869,0.0534298277910995,472,common,False,real,single-gene-GO,,
BulkFormer_50M,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.6362986810124102,0.0568961636751754,471,common,False,real,single-gene-GO,,
BulkFormer_50M,protein phosphorylation (GO:0006468),0.6746450973171036,0.0668865145437669,471,common,False,real,single-gene-GO,,
BulkFormer_50M,positive regulation of nucleic acid-templated transcription (GO:1903508),0.6279089435697324,0.0545594267524875,457,common,False,real,single-gene-GO,,
BulkFormer_50M,cytokine-mediated signaling pathway (GO:0019221),0.7395020078969803,0.0949140083433515,456,common,False,real,single-gene-GO,,
