replicate,macro_auroc,macro_auprc
250,0.5612542405945764,0.48243489854711025
251,0.5177449447339608,0.39086624420819727
252,0.5130183586738465,0.4035213282824212
253,0.47710910595140466,0.37689496981142045
254,0.4366895727476666,0.38525784043213274
255,0.4765269259223904,0.3908289037270374
256,0.5635017602399828,0.4773626630819275
257,0.5408406366297697,0.4690797851048564
258,0.5817682773151784,0.4345187070201183
259,0.5332069019631666,0.42011554505748533
260,0.4586470116780424,0.38033910875982857
261,0.5443957934675859,0.4448495131241812
262,0.42249714521473625,0.3554858968360858
263,0.4741044128218368,0.38602263997728853
264,0.4792542989920204,0.3681094600647256
265,0.47058474192307304,0.3890831842107875
266,0.43137170352756726,0.3625326159508121
267,0.45915884357873993,0.36609178769755507
268,0.4467151708965942,0.38463520574426074
269,0.43336970065795655,0.36798127190270624
270,0.4630713864457182,0.3809079142814347
271,0.3988336240549739,0.32936861896164765
272,0.46060134632323907,0.3612365488199707
273,0.5034178369659075,0.3914886587738515
274,0.6103691712842231,0.4670457338720089
275,0.510126320179987,0.41008150229051044
276,0.45380302505991615,0.3758121627544337
277,0.4601789501983705,0.35697851108137957
278,0.3878101302027965,0.34060266714709364
279,0.5103376267206454,0.39193187182737027
280,0.42285951220235385,0.3611325149999444
281,0.4227234669495779,0.34308495796788874
282,0.5586801562954252,0.4401580001505056
283,0.5860995732466665,0.4739822580536946
284,0.5105566352152136,0.41171434447026517
285,0.5206709143123276,0.38819865348854304
286,0.6065783997437021,0.4747368935908742
287,0.5343754429527483,0.4171209875569657
288,0.4816994072026648,0.42898547318423874
289,0.5664751302823472,0.4511797482776156
290,0.42847557902060074,0.37669947827537176
291,0.48437597178409075,0.38555140618100253
292,0.5389905088785811,0.43324893170691336
293,0.5687054561292366,0.43347895945905196
294,0.48474048121663393,0.37167745047897444
295,0.48691209322473944,0.4166038882277289
296,0.4715345862929809,0.3573212649046398
297,0.5243556483888091,0.44370462293239055
298,0.4602682594162715,0.38773849798005205
299,0.45923988133205473,0.4001433378656885
300,0.47807366268045354,0.37645871900263983
301,0.47560563392504585,0.37283828362374527
302,0.488703633695072,0.38020032626613115
303,0.5953439338253905,0.44674029751515293
304,0.4883967939984061,0.42708058936904897
305,0.5345255677750249,0.4138361921523896
306,0.5029429328606576,0.3867572456483507
307,0.47899707452309354,0.44726094730967075
308,0.5375460987253085,0.41710361834471754
309,0.5457607252420149,0.47043975803196103
310,0.4242756050192151,0.3436713787562789
311,0.44438689373328527,0.34805121587326665
312,0.49380397695633244,0.3776453100506872
313,0.4761907654657404,0.3861194093895165
314,0.5543067617731416,0.47197034110774777
315,0.46887437028390916,0.376391007804537
316,0.48270877899803727,0.409267167248196
317,0.39594507042406313,0.37491677283708136
318,0.5472249778704423,0.4317597878786676
319,0.5778791250652677,0.42472560445651975
320,0.5510459379967398,0.4211718604011938
321,0.4823322601221031,0.43703392207098063
322,0.4946790979095523,0.39162016039981457
323,0.47508624922799664,0.4402014441832787
324,0.5923909531692275,0.5132917136269735
325,0.5513861483070888,0.460834271198743
326,0.5171598990718603,0.4635390671208938
327,0.481336741899931,0.37758735764041185
328,0.43656168144140073,0.3564343897528718
329,0.47791566414707914,0.4188876221139066
330,0.47616119610982627,0.3864676644025225
331,0.5029871558166747,0.42312106262930504
332,0.4275904599910614,0.3687330156332679
333,0.4231877944279799,0.37804809035509385
334,0.4176334743188652,0.36448385355552554
335,0.4780251909939932,0.40490606563860465
336,0.5398809569008785,0.44097540167756427
337,0.5064585403459443,0.40509121488767336
338,0.5689395204973221,0.4659846819931706
339,0.5059873064206092,0.42124463188596106
340,0.44349790112716114,0.3830906588463495
341,0.48399124472253435,0.4044040635152844
342,0.45400703644000506,0.3672241763360509
343,0.40501375955873953,0.338217059828775
344,0.6164527611685564,0.46874810815601486
345,0.4270124518537482,0.38170009601365046
346,0.5214925374213714,0.3777066537278074
347,0.4341994008747684,0.37771043725233366
348,0.49955716476974416,0.3847953378805188
349,0.5205851532363394,0.42289058447773964
350,0.5928952503532774,0.4383897783423825
351,0.4812695531998906,0.4074573954458826
352,0.4722234501354532,0.399512583796619
353,0.4775825184810734,0.3625370825712335
354,0.5156899151772607,0.4125296296272445
355,0.5075775429465289,0.40570504748235964
356,0.4977245155724106,0.4079345564159136
357,0.4647901425476183,0.3869333710730604
358,0.5169002971218558,0.42469226771315494
359,0.5339362598227032,0.4498257383393046
360,0.5362493048353807,0.43691872269444987
361,0.4409611062175379,0.36074454881980383
362,0.5614087813845582,0.48752502214277876
363,0.4196646838655275,0.3608430968491103
